Date,Author Name,Vertical,Headline,Description
"  Nov 4, 2020, 00:00 IST",Sunayana Suresh,Entertainment,Rajshri Ponnappa is set to get married in 2021,"Actress Rajshri Ponnappa is quite excited. The actress recently took to social media to share that she had said 'yes' and hinted at her engagement. Rajshri revealed to us that the lucky man is Adhir Bhat, an economics graduate from London and a writer in Bollywood, who has been a part of many hit films and shows. She added that the families have met informally and she is now set to get married next year. ""I can't pinpoint how and when exactly we began our love story, but I will just say this - he swept me off my feet with his intellect. We have known each other through common friends. I knew he was trying to woo me. It was when I watched his play Dhoomrapan that I fell in love with his mind. Though, it was not an instant proposal after that,"" Rajshri shares.

The families of Rajshri and Adhir met in Kashmir recently to formalise the relationship and talk marriage. ""Both our families and our mutual friends were always rooting for us to get together and when Adhir popped the question, I said yes obviously. We are now looking at tying the knot sometime in July 2021 if things go to plan,"" Rajshri says, adding that they also have plans of collaborating professionally, since the former has a content creation company in Mumbai and Rajshri has her presence across different industries in India."
"  Nov 4, 2020, 00:00 IST",Ashish Ittyerah Joseph,Lifestyle,Kanyakumari to Kashmir: Duo covers it on a tandem bicycle,"I n 18 days 18 hours and 46 minutes, 3849km is what I and Robert Kingsly covered as we cycled from Kanyakumari to Kashmir,” starts Meera Velankar. Robert, who works in a car company in Chennai, and Meera, who lives in Bangalore, started their expedition on October 10 from Kanyakumari and completed it in Srinagar on October 28. When many cycling events got cancelled due to the pandemic, this duo decided to do one on their own. For 44-year-old Meera, she says, it was the uniqueness of this expedition that gave her the kick. “I am up for anything if it’s a first-of-a-kind. This was the first time anyone did tandem cycling, covering this route and distance.”

Meera adds, “The popular ride K2K is generally from Kashmir to Kanyakumari.” But Robert (39) and Meera reversed the route — they cycled from Kanyakumari to Kashmir. “It happened so because our flight to Kashmir got cancelled. But eventually, we did a tougher expedition. Because we had to do all the elevation towards the end of our ride,” says Meera.


Until this expedition, Meera says, the duo had only been acquaintances. “My usual tandem partner, Rafi, wasn’t available and the other cyclists I knew were mostly fast riders, not endurance riders. I had met Robert only at a few randonneuring events. I knew he was a good endurance rider and he readily agreed when I asked him. His preparation for this ride was so rigorous; he would do 200 push-ups a day.”

Robert chips in, “Everything was planned by Meera, including coordinating with people at various places of halt. All I did was modify my tandem bicycle so that it would be comfortable for a male and female combination to ride.”

When Meera participated in Super Randonneurs in 2017, tandem cycling was new in India. However, she chose to switch to tandem cycling because of safety concerns. “Whenever I had to cover 400km-500km in randonneuring events, I used to be absolutely traumatised, followed by men. But I could cover those intense routes with Rafi without any pressure on a tandem bicycle,” she says, adding, “And this tandem expedition was great. Robert is a great endurance rider, but an even better human being. Without him, I wouldn’t have been able to complete it. He would follow all my instructions, like the nutritional supplements we had to take daily, sanitiising hands regularly, etc.” Roberts adds, “It was like tandem cycling with an elder sister.”


The duo says they were touched by how members from various cycling groups took care of them at different locations. “Some let us stay with them without any apprehension even during this time of COVID-19. The people we came across along the way would take down our contact details and call back a few days later to check if we were safe. In our last stretch from Ramban to Banihal, we came across army men. We interacted with them and they even shared with us the hot noodles they had prepared. We realised that they live in such difficult conditions and serve the country,” says Meera.


So, what next? “Now, I only have family on my mind; they have been very supportive. Maybe the Golden Quadrilateral, connecting four major cities — Mumbai, Chennai, Kolkata and Delhi — would be the next one for now. A few international events, too, are on cards,” she signs off."
,,,-,
"  Nov 4, 2020, 00:00 IST",,TV,Bigg Boss 14: Nikki Tamboli hides oxygen mask in her pants; opponent Rahul Vaidya calls her ‘gutter’,"In the latest episode of Bigg Boss 14, housemates gear up for the nomination task. The contestants are given a task to be played in pairs and save themselves from the nominations.
Each pair sits on a spaceship-created area and then debate as to why one should be safe and in the green zone of the house, while the other should be nominated and be restricted in the red zone. A mask on the table will decide their fate. As per the red, yellow and green signals, the contestants have to ensure that they retain the mask in their hand to make their way into the green zone.

The first pair called on the stage is Nikki Tamboli and Rahul Vaidya. Eager to escape the nominations, Nikki takes the mask in her hand even before the game begins. Rahul, who then asks her to talk it out with him, argues saying she took the mask before the game starts, hence she should keep it on the desk and then play it as a task. Nikki argues saying if she is wrong Bigg Boss will interrupt and this is her way of playing.
Rahul begs in front of her. When the red buzzer hits, Rahul tries to snatch it from her and they wrestle for the mask. During this, Rahul warns Nikki saying ‘Cheena-Jhapti hogi’ and after a while he tells her, to not play dirty. The mask’s wire breaks and Nikki keeps it in her pants.


All the contestants seem to be against Nikki. Rahul gives with Nikki holding the mask to herself. Later, Rahul seems to be extremely upset for not giving him a fair chance. He calls her ‘gutter’. Nikki also hits back saying she knows how to play the games and this is how she will play it. It is her choice and she will do whatever it takes to be in the game. She also says that as she is physically weak than Rahul she came up with this idea.


The whole house suddenly turns against Nikki and demeans her for taking such a step, while Nikki being Nikki sportingly takes the backlash and sticks to her ground, still believing that everything is fair in love and war. While Pavitra calls Nikki’s attempt cheap, Naina calls her ‘gandh’. Naina even says that Nikki should be ashamed and she should at least leave the mask thinking about her mother. Naina even tells that had the man done such a thing, there would be a huge cry. Nikki says she hid it in her clothes and not Rahul’s and she doesn’t cry playing the ‘woman’ card in the game.


Bigg Boss announces that Nikki is safe and Rahul heads to the red zone. Rahul sarcastically claps and congratulates her.

Read Also
Bigg Boss 14: Eijaz Khan-Pavitra Punia's marriage will last for 2 days, says former winner Vindu Dara Singh
Read Also
Bigg Boss 14: Pavitra, Eijaz faking for the camera, says Nishant Singh Malkhani"
,,,-,
"  Nov 4, 2020, 00:00 IST",,Entertainment,K-Pop and Manga enthusiasts get themselves tooned at Korean webtoon exhibition,"Hundreds of enthusiastic youngsters from Pune and across India participated in the Korean Webtoon Cartoon Online Exhibition, an event organised recently in collaboration between Kiwa Enterprises, India- and Rockin’Korea. The Koreaboos, who are avid fans of K-Pop and Manga joined in the session via Zoom and got “tooned” by some of the most celebrated webtoon artists.


The exhibition started with an exciting autograph session with four leading Korean webtoon creators -Jimmy, Myung-hyi Noh, Back Sang-eun and E.HAE.
Jimmy’s, ""Exchanged Hearts"" recorded more than 800 million views through an exclusive contract with Kuaikan, and she held a drawing show and autograph session in Asian countries last year. In addition, ""The Crush of Spring"" of No Myung-hee recorded more than 600 million views, and E.HAE exported her works to various countries, including the U.S., Thailand, and Indonesia. Regarding ‘Back Sang-eun’, her various works have received favourable responses abroad, and recently, ""The Prince of Thorn Castle"" has been renewed and launched as a colour scroll webtoon.

Through this online exhibition site, Rockin'Korea will introduce some 20 Korean webtoons English introduction books as well as a webtoon trailer and drawing videos, etc.

Rockin'Korea along with their partner Kiwa Enterprises, India hope to introduce Korean webtoons in India and spread it not across the world but also believe that it will provide comfort to many people who are feeling low in the pandemic.

The exhibition was planned since early this year, in conjunction with the 2020 ""Hangul Day”. It was originally planned to hold a physical event in India, but due to the pandemic, it got converted into an online exhibition, considering the increase of Covid-19 cases. Marking the 20th anniversary of its establishment, the CEO of Rockin'Korea -Lee Hwa-shin held this exhibition to globalise Korean webtoons this year, after a successful event last year in other countries.


Dr Eunjoo Lim and her husband Sanjib Ghatak, MD of Kiwa Consultants kept the mood of the event light by engaging the youngsters in fun-filled conversation."
,,,-,
,,,-,
,,,-,
"  Nov 4, 2020, 01:00 IST",Ruman Ganguly,Entertainment,Karwa Chauth is about celebrating our bond without fasting: Koel and Nispal,"Thanks to the pandemic, instances of gender role reversal have been on the rise lately. The lockdown saw a more equal sharing of responsibilities in most homes. In such a context, how differently Tollywood’s IT couple – Koel Mallick and Nispal Singh – is looking at celebrating Karwa Chauth this year? “Not just on Karwa Chauth, I pray for the well-being, health and happiness of my partner every day. I believe no work is tailored for a specific gender. So, I try to be a hands-on son, husband and father as well,” says Nispal. He thinks the secret to a successful marriage lies is the ability to take up all kinds of roles and complement your partner. “There have been times when I cooked for the whole family and Koel replaced a bulb. There is no reason why certain things have to be done by me or her. We can equally contribute to everything when needed,” he says.

Talking about their Karwa Chauth plans, he says, “We have been celebrating this occasion with our family and this year is even more special because my son Kabir will be joining us.”

Koel says Karwa Chauth for her and Nispal is about celebrating their bond. “At our place, it’s not just about the wife praying for her husband’s well-being. Once a year is not enough for that, right? For us, it is an occasion to rejoice in the love and understanding that we share throughout the year.”

Talking about the evolving gender roles in her household, Koel says, “We firmly believe in gender equality and follow that in our day-to-day lives. Not many know that Nispal is a great cook and he is more efficient at taking care of the baby than me!”

Karwa Chauth in its traditional form is about the wife observing a fast for the well-being of her husband – his long life, health and happiness. In the Covid situation, will Nispal take a similar pledge this time, we ask. “The idea of wives fasting till the moon comes out is unacceptable to me. We pray for our loved ones every single day,” replies Nispal. Koel, who has never kept a fast on Karwa Chauth, doesn’t endorse the concept either. She says, “This day is about prayers and celebrations, not staying hungry. Like every other day, today too we will be praying for a long and beautiful life with a feeling of togetherness.”"
" Nov 4, 2020, 15:54 IST",Neha Maheshwri,Lifestyle,"Models, talent agency in legal battle over pending dues","Model Arlette Grao has filed a complaint on behalf of 29 models against TFM 360; designer Ashish N Soni, a Director in the agency, has, in turn, filed a defamation case
Recently, a post on the anonymous Instagram handle Diet Sabya, an unofficial watchdog of the fashion industry, said that “the talent agency TFM 360 allegedly owes its models lakhs in unpaid dues” over the last two years. Soon, many of the models mentioned in the post also shared videos about how they are still awaiting their dues.

One of the models, Arlette Grao, who worked with TFM 360 from 2016 to 2018, has now filed a complaint against the agency in Mumbai on behalf of 29 aggrieved parties, including herself. Fashion designer Ashish N Soni, one of the Directors of TFM 360, has been named in the complaint, along with some senior management associates of the company.


In 2018, Arlette had sent TFM 360 a legal notice for non-payment of dues, but Soni, speaking on behalf of the agency, says that she herself was in breach of contract, and was informed of it back in 2018 and sent a show-cause notice, post which the matter was closed.

Soni shares that the agency is working on paying the models, and has already cleared dues of around 70 models out of 120. He adds that he has filed a defamation suit against Arlette and others for dragging his name into the issue and allegedly claiming that he personally owes them money, since he doesn’t own the agency.

Arlette, on the other hand, says that she was forced to take legal action after waiting for two years and finding out about others who were facing a similar issue. She adds that she did not breach any contract with the agency.

Didn’t want to take the legal route, but two years is a long wait for dues: Arlette Grao



Arlette Grao recently filed a complaint against talent agency TFM 360 on behalf of 29 aggrieved parties, including herself, for non-payment of dues. “TFM 360 owes money to more than 29 models. The outstanding amounts range between Rs 5,000 to Rs 30 lakhs. They owe me Rs 3,54,730. In fact, I ended my association with them in 2018 because they never paid on time. I filed a complaint at the Bandra Police Station on October 19, 2020. I took the initiative of filing this complaint and 29 models are listed in it. Three of them even accompanied me to sign the statement as my witnesses. A few among them are foreign nationals whose signatures I haven’t been able to procure,” says Arlette.

Ask her why she waited for two years to file an official complaint and she replies, “I didn’t want to ruin the relationship and just wanted to leave the agency. So, I constantly followed up with them via emails, calls, messages and even shared my plight with directors (of the agency) Rishu Bartaria and Preity Venu. They had convinced me to sign a contract with TFM 360 when I started working with them as a model. I was exclusively bound with them for 18 months from February 1, 2016, to August 2017. That was the only contract I had with them. While I continued working with them even after that, I ended my association with them in August 2018 because of perpetual payment discrepancies and delays. I live alone in Mumbai, have an old parent to take care of and bills to pay. I desperately needed the money they owed me. So, I sent them a legal notice on October 23, 2018. To my surprise, in their reply, they issued a show-cause notice to me, insinuating that I had breached the contract, which wasn’t true unless they were relying on forged documents, because I ended my association with them in August 2018 and completed my notice period. I was thus not liable to pay them any money. They wanted me to pay commission even after I ended my association with them and for work which wasn’t even facilitated by them.”

She further adds, “I wasn’t aware that other models were also facing this issue. It’s only after I left the agency that I learnt about it after meeting the models at auditions and events. I didn’t want to escalate this matter or take it up legally. However, I was forced to do this now because they just don’t want to pay. If they had the intention to pay, two years is a long time. In between, they had sent some emails suggesting that they would clear the dues, but partially, which wasn’t acceptable.”

Some of the other models awaiting their dues say that they were hoping that it will get resolved over time. But after a few shared posts about it on social media, others also joined in. One of the models who has worked with the agency says that lack of work due to the pandemic forced many models to quit the profession, adding that those who were trying to survive this period with no new work decided to bring up the issue online as a last resort to get their pending payments.

We have paid 70 models in the last month, fully intend to pay the rest: Ashish Soni



Fashion designer Ashish N Soni, who is a Director at the talent agency TFM 360, has been named in the complaint filed by Arlette and other models. Soni tells us that TFM 360 was formed in 2015 and he was a promoter with them. “The operating partner was based in Europe, who decided to exit the company in 2018 when the business was running into losses. I wasn’t involved in day-to-day operations even remotely. My job was to promote the business and models. There were investors in the business also. They worked with the company till 2018 and ran the business into losses. I stepped in at that point of time and I covered that loss. So for one and a half years I have been trying to do that,” he explains.

He adds, “Almost 70 models out of 120 have been paid and we intend to pay the rest also. We are in talks with others, every day there are collections and out payments. In this industry payments do not come in on time. There are a lot of dues owed to the company by so many different clients. All those models who are approaching us amicably are being paid. We are trying to help as many
people as possible even at this time of crisis.”

Regarding the social media posts, Soni says, “Sadly, some people have made this a propaganda, they have misused social media. This is just a malicious campaign. Arlette was in breach of contract in 2018 with the company. She had a client that she used to represent and worked with that client directly. In 2018, she had sent us a legal notice, to which our lawyers responded the same year. They sent her a show-cause notice and the matter ended, because she was at fault. Now, two years later, she decides to wake up and readdress the issue. What was she doing for two years? Shouldn’t she have addressed the show-cause notice earlier saying that it was wrong? But instead she took the matter to social media. The judicial system doesn’t exist?”


Soni has also filed a defamation suit in Delhi. “I am dealing with all this legally. Those who have damaged my reputation, I am taking all of them to court. We filed a defamation suit against Arlette and the seven-eight people she has been misleading. The courts will decide what is right and what is wrong.”


The designer says that claims that he has been cheating people out of their dues are “ludicrous.” “In the last two years, almost Rs 2.65 crores have been paid to models. And if there are some who have not been paid, then we should deal with it legally. Please approach the court. How can you pin this on me? Also, I am only one of the Directors in the company, and not an owner as has been claimed by some. I have never taken any money out of this company. I have never taken salary, or any reimbursements. On the contrary, every time there has been a financial loss in the company, I have put in my personal funds. I don’t owe anybody any money. In fact, the company owes me almost Rs 60-70 lakhs.”


__________________


If you are among those awaiting payment or want to share your side of the story, write to us: Bombay.Times@timesgroup.com"
"  Nov 4, 2020, 01:00 IST",Anushka.Goel@timesgroup.com,Lifestyle,#DIY: Torn clothes? Mend them using sashiko,"Every season, many people end up buying an entire wardrobe’s worth of new clothes, based on the latest fashion, trends and colours. However, as seasons change, so does fashion, leading to cluttered closets full of clothes that are hardly worn. Amid the pandemic, as people embrace sustainability, there is a shift towards buying natural fabrics and reusing clothes for as long as possible. Even fashion designers have started taking back their old designs from customers, in return for vouchers, or are redoing the outfits to extend their wearability.

This sustainability has also lead to a rise in ‘visible mending’ – repairing clothes in a way that the rips and tears look beautiful, through methods such as sashiko – the Japanese art of visible mending. 58-year-old Kate Sekules, who runs a website on visible mending, offers inspiration and instructions, and posts photos of creatively salvaged clothes. “I like the mends to look a little rough,” she says, adding, “If it looks like it came from a factory, it negates the point.”


Explaining it in detail, Sudha Dhingra, a professor in the textile design department at National Institute of Fashion Technology (NIFT), says, “Sashiko is an old technique of reusing old and tattered clothes. The fabrics are also called ‘boro’. Generally, indigo-dyed fabrics are darned with running stitches, using geometric patterns with white thread. In the ’70s, Kenzo and Issey Miyake brought this on the Paris fashion runway, after which it became a part of luxury retail.”


For sashiko, you need sashiko thread, which is twisted more than the normal embroidery thread to prevent it from unravelling. Thread your needle, preferably with white thread, and use a basic running stitch to create patterns on your clothes. The sections you embroider depend upon the final outcome you desire.




- With inputs from NYT"
"  Nov 4, 2020, 01:00 IST",,Lifestyle,Maintenance sex and its benefits for your sex life,"Having sex just for the sake of having it doesn’t sound too exciting. We may not realise it, but sex has a huge impact on our health and indulging in it, can not only save your relationship but also boost energy and sexual health. Compared to emotional stability, sex is equally important in ensuring that the couple does not experience any bumps in their relationship.
So, to get on with it more smoothly, a couple can indulge in ‘maintenance sex’ to keep the spice and spirit of sex alive.

What is maintenance sex?

It is the act of definitely having sex even when you are bored or sluggish about it. More than many times, you may have wanted to go for the last season of your favourite Netflix show with your partner, but ultimately, ended up having sex. You may have felt bored, but eventually ended up doing it. This especially happens in long-term relationships where people do get bored with having sex, even once in a while. In moments like these, you have to just push yourself a little bit and go for the steamy session with your partner.
Maintenance sex will surely increase your sexual desires and increase your overall stamina. The benefits of having good ol’ sex are endless. Happy oxytocins released from orgasm can be euphoric to your mind and body.

Maintenance sex shouldn’t be the only form of sex you should be having. It’s mostly for people who have been losing out on their sexual life because of work stress or boredom. Sure enough, sex isn’t always necessary but indulging in it once or twice a week should be a goal to be maintained. Extra effort never fails to keep both the partners in check and creatively infusing maintenance sex with some role play, different sex positions or sex toys can only make it more enjoyable.

People need sex. This fact needs to be accepted.

People somehow think that one should only have sex when they are in the mood. Both partners need to have mutual feelings and arousal to have sex. Well, this is completely false. One partner maybe in the mood and the other may not feel like having sex; this leaves the other partner embarrassed and ashamed for wanting sex. This is how similar situations escalate to sexless relationships or marriages.


Both partners need to compromise on their preferences for the sake of the relationship and its longevity. This is where maintenance sex comes to play. Imagine that it’s a task that you have been dreading to do, but finally, when you did it, the result felt amazing and all things nice.


Sex is all about intimacy

To maintain a healthy sexual relationship, firstly, both partners need to be there for each other. Emotionally and physically. Both have to be willing in order to indulge in sexual activities, like maintenance sex. However, if maintenance sex is the only way you are doing it, then there is a different underlying problem that needs to be identified and worked on. Other than that, if your efforts count, then you are good to go.


After all, sex is about love, happiness, security and most importantly, the willingness to be there and do things for each other, even if you don’t want to."
"  Nov 4, 2020, 01:00 IST",Riya Sharma,TV,Gautam Rode and Pankhuri Awasthy: It’ll be the third year we fast together on Karwa Chauth,"Karwa Chauth is special for Gautam Rode and Pankhuri Awasthy, who have been fasting together on the day since they got married. “It is going to be our third year fasting together,” says Pankhuri, as Gautam jumps in, “ Shaadi se pehle bhi rakha tha!” “No, I kept it. You did not,” chides Pankhuri. This year, she tells us, “I asked him ‘Karwa Chauth aa raha hai, tum rakhoge? And he was like, ‘Of course, yeh koi poochne ki baat hai?’”

The couple starts to prepare for Karwa Chauth a day before. While this year they may not be able to go out, the couple does have a routine they follow. Pankhuri says, “I like to put mehendi a day before Karwa Chauth. He hogs till 12 in the night. Imagine, he also eats sargi in the morning!” Gautam, on the other hand, spends most of the day sleeping. “ Kabhi sar mein dard ho raha hota hai, kabhi pet mein. I sleep after eating sargi and wake up around 4pm. Then I watch TV and sleep again. Pankhuri doesn’t drink water that often in any case, and I always have a water bottle with me. So, fasting’s tough for me,” says Gautam.


And what’s the best thing about keeping the fast as a couple, we ask? “I think it’s the fact that you keep it together. It’s special that you are doing something for your partner,” Pankhuri says, as Gautam adds, “I think it’s inhumane that your partner is fasting while you are hogging, so that’s why I fast.”


And what about when they are working on Karwa Chauth? “Last year, I was shooting in Varanasi and he came there on the day of the festival,” Pankhuri tells us, while Gautam chimes in, “I flew there bhookha pyaasa. Cheating kar sakta tha airplane mein, but maine nahi ki!”


The lockdown gave people a chance to spend ample time with their loved ones, and Gautam and Pankhuri are no different. Pankhuri shares, “The world came to a halt, and there were so many things we did together, from jhaadu-pochchha to watching shows. I also learnt how to cook. There was a phase when I tried to learn painting and also another language. We also fought, but nothing major.” “Time seekhne sikhaane mein hi chala gaya,” adds Gautam, who also tried his hand at TikTok. “ Socho, main pehli baar TikTok par aaya aur TikTok hi ban ho gaya!” laughs Gautam."
"  Nov 4, 2020, 01:00 IST",Rachana Dubey,Entertainment,Taapsee Pannu is set to step into her new home this Diwali,"Taapsee Pannu, who recently took a brief vacation between two projects, is now back in work mode. She has already wrapped up her Tamil film, and had been shooting for Haseen Dilruba before heading out to Dubai for a tiny break between projects. Due to her packed date diary for the next few months, the actress may just get a day or two off during the festive season. She’s expected to start shooting for two films in November. But it’s not all work for the Thappad actress, who has managed to furnish her new apartment just in time for Diwali. Talking about it, she shares, “I had bought a house last year, this one is right above the flat that I live in. It will be ready by Diwali. That is the new addition to my life, which we will celebrate. My parents are already here. In fact, they watched over the work for the house while I was away shooting for my film. Around Diwali, it would be functional, but before that, all of us will offer prayers together, so that the house exudes positivity and happiness.”

Usually, she sets aside certain important dates so that she can spend time with her family during festivals like Diwali. “This year will be very different from any other,” she says, adding, “However, I am not regretting it. I didn’t work for almost five months, and that has created a lot of backlog. Rashmi Rocket and Loop Lapeta will be shot in alternate schedules between November and February 2021. So, I don’t think I will get a break between these films. It will be a working Diwali.”"
"  Nov 5, 2020, 00:00 IST",Sharanya CR,Entertainment,"#TheatreLove: I embarrassed my parents while watching Thenali, says Ashok Selvan","Even as the central government has announced that movie theatres can be opened from October 15 with 50 per cent occupancy, there is still uncertainty over how audience would embrace the new theatre experience. In this column, celebrities reminisce about catching their fave films at theatres and the magic of the movie hall...

Our family used to go to theatres only once in a while, and that too when a big film came out. The first film I remember watching is Kadhalan at Devi. I didn’t understand the film much at that age, but I remember enjoying Prabhu Deva’s dance moves. I embarrassed my parents while watching Thenali. I laughed so much that I kept hitting the front seat. The people in those seats turned around and shouted at my parents.


I remember bunking special classes to watch Anniyan in Sathyam Cinemas. The next day, we were all asked to come to the principal’s office. I also managed to watch the A-certified Manmadhan in the theatre even though I was under 18! And later, when I watched Paruthiveeran, my entire perspective about cinema changed. I developed a huge respect for cinema as an art.

Over time, I began watching films with more enthusiasm. I used to search for good films and watch them. I have two big memories of watching films in the theatre. One is a sad one — I did a minor role in a big-budget film. I went around town and announced that I was doing a role in the film. I was so excited, but as I watched the film in Devi theatre, I realised that they had chopped all my scenes. I didn’t know that there was a process like this and that you might not be seen in the film. It was a humiliating experience as my friends thought I was lying.


But I also had my aha moment when I watched Soodhu Kavvum. The film has dark humour and I was worried if audiences would get it. In the preview show, nobody laughed. But when it released, the audiences laughed like crazy. And at a screening of Kootathil Oruvan in the theatre, I saw a boy who looked exactly like my character in the film, who had come all alone, and cried during an emotional scene. All such experiences can be witnessed only in the theatre. Heading to the theatre has become a habit of sorts, now. These past few months proved to be difficult for me. I recently watched Ford Vs Ferrari on TV and felt sad about missing such a great film in the theatre. Going to the theatre brings so much joy. The experience of shouting, clapping, and throwing confetti at the screen while watching our favourite star is incredible fun."
"  Nov 5, 2020, 00:00 IST",Sunayana Suresh,Entertainment,Rakshit Shetty confirms Kirik Party sequel; to decide schedule,"One of the most popular Kannada films in recent years, Kirik Party, will definitely have a sequel. The team has confirmed that the Rishab Shetty directed film will get a sequel, once leading man Rakshit Shetty figures out his acting commitment schedule.

Rakshit, who is currently enjoying a break back home in Udupi, tells us, ""My current line-up of films includes 777 Charlie that is in the final leg of shooting. We're headed to capture the snow-capped mountains in North India for this sequence. Then, we will begin work on Hemanth M Rao's Sapta Sagaradaache Yello. The toss is then between the Kirik Party sequel, Punyakoti and Richie. I have my heart set on Punyakoti, but the team feels that it might be better to get the Kirik Party sequel on the road first.”

According to sources, when the lockdown came into effect, there was about 30-days of shoot pending on 777 Charlie, which the team is now in the process of completing. After a stint in Kodaikanal, director Kiranraj K is currently on location recce in Kashmir.


Meanwhile, Rakshit adds that a final decision on the Kirik Party sequel will depend on how fast and well the script shapes up. “We are yet to begin work on the script. So, only if that comes together fast can we have a definite schedule in place,"" he says."
"  Nov 5, 2020, 00:00 IST",Vinay Lokesh,Entertainment,"Shivarajkumar, Prabhudheva's film with Yogaraj Bhat is a period action drama","Director Yogaraj Bhat's first collaboration with Shivarajkumar will have the actor sharing screen space with choreographer-actor-director Prabhudheva. The film, a period action drama that has been tentatively titled Kuladalli Keelyavudo, marks Prabhudheva’s return to Sandalwood since the 2002 Kannada 1 2 3.

Yogaraj says, “I will take up this project after I complete the shoot of my current film Gaalipata 2 and after Shivarajkumar wraps up his current obligations. Prabhudheva is delighted to be a part of the project. Both these actors will be showcased in a never seen before avatar in this film, which is set between 1960 and 1970. Also, I would like to clarify that this is not based on true incidents. The working title of the project is Kuladalli Keelyavudo, but the final title is yet to be decided. The project will be made on a large scale, which makes it one of the big budget films in my career.”


Shivarajkumar says that fans can expect more details about the project soon. He said, “I have given my nod to be part of this mega project. I am looking forward to working with Prabhudheva and Yogaraj Bhat. We will reveal more details about the movie in the coming days.”"
"  Nov 5, 2020, 00:00 IST",Sunayana Suresh,Entertainment,A Valentine's Day wedding for Darling Krishna and Milana Nagaraj,"Kannada film actors Darling Krishna and Milana Nagaraj have made their wedding date official. They will get married on Valentine's Day in 2021. The couple had earlier told Bangalore Times that they were set to wed this year, but the pandemic delayed those plans. Now, Krishna reveals, ""The wedding and reception will be in Bengaluru, on February 14, while we will have an event the day before."" The couple had a special shoot just for the announcement.

Krishna lets us in on their love story. He says, ""I had first contacted Milana when I was looking at casting for Madarangi. We had seen her pictures and wanted to cast her. We had even met her, but she rejected the role. We met after that on the set of Nam Duniya Nam Style. We became friends who exchanged pleasantries. Following this we worked together in Charlie. For almost 90% of the shoot there, we were just friends.""


So, what changed then? ""Towards the end of the shoot, I wanted to settle down properly in my personal life. I was in pretty much in the mental space of Aadi after his relationship with Jo in Love Mocktail, so I wanted to get married and settle down. On a February 14, I proposed marriage to her and she said, 'Why not?' I’d say we fell in love thereafter, as we got to know each other better. It's a different love story, unlike the love at first sight ones. In a way, it is just like in Love Mocktail. We tried to capture that essence in the film.""

The couple is hoping to have a wedding ceremony that will have all their loved ones in attendance. ""Since there is a decline in the Covid cases now, we hope we can invite all who we want to and celebrate it like we wanted to,"" says Krishna.


Was the Valentine's Day wedding plan always on the cards? ""We had initially thought of a summer wedding in either April or May. But when we checked for auspicious dates, the first that came up was February 14. The next was March 25 and then no other dates till October. February 14 seemed nice and we went ahead with it. I always wanted Valentine's Day to be special and what better way than to have a wedding on that day,"" says Krishna."
"  Nov 5, 2020, 00:00 IST",Prathibha Joy,Entertainment,Anuradha Bhat’s first single is an ode to Karnataka,"In a career spanning close to 15 years, Anuradha Bhat has been credited with over 5,000 film songs in various languages, apart from other devotional and folk numbers. And it is only now that she has taken baby steps as an individual artiste, with her first-ever single. Called Naa Haaduve Nimagagiye, the song, she says, is an ode to Karnataka, its people and language. “The lockdown was the first time in many years that I could sit back and think about the things that I want to do as a singer. I’ve had a few ideas for a while, but never had the time. I asked composer-cinematographer Giridhar Divan, who I have collaborated with earlier, if he could compose a melody for me to the lyrics written by Hari Paraak. I wanted it to be a song that we could release around Karnataka Rajyotsava, as a tribute to the many years of love that I have received from the people here. It is not an upbeat Huttidare… kind of song, but captures the love for the motherland melodiously. The song has come out beautifully, including a video that we shot in locations across Udupi, Kalasa, etc,” says Anuradha, adding that singer-composer Nakul Abhayankar programmed the song.

Naa Haaduve Nimagagiye will be out today and now that she has forayed into this space, will there be more music from Anuradha? “It will largely depend on the response to my debut single. But yes, I do have some ideas to work on,” she says."
